,관리번호,공원명,위도,경도,공원면적,자치구
5379,11440-00065,용강소공원,37.542972,126.940505,951.0,마포구
5380,11440-00066,대흥소공원,37.548456,126.94127,1820.0,마포구
5381,11440-00067,복자기소공원,37.545831,126.936606,707.0,마포구
5382,11440-00068,상수나루소공원,37.545914,126.926341,1359.0,마포구
5383,11440-00069,상수소공원,37.545877,126.927148,1413.0,마포구
5384,11440-00070,산사나무소공원,37.57522,126.896318,714.0,마포구
5385,11440-00071,현석소공원,37.542863,126.934305,6038.0,마포구
5386,11440-00073,무쇠막소공원,37.552568,126.934154,449.1,마포구
5387,11440-00074,독막소공원,37.554421,,2626.0,마포구
5388,11440-00075,밤섬문화공원,37.54279,126.93184,1638.0,마포구
5389,11440-00076,서강나루문화공원,37.545245,126.930993,2429.0,마포구
5390,11440-00077,당인동문화공원,37.545333,126.920097,301.0,마포구
5391,11440-00078,가온문화공원,37.581753,126.887402,4631.0,마포구
5392,11440-00079,DMC문화공원,37.578064,126.892346,3829.0,마포구
5393,11440-00080,물빛문화공원,37.579488,126.893891,5827.0,마포구
5394,11440-00081,휴암문화공원,37.5847997317,126.8781706721,5285.0,마포구
5395,11440-00082,홍익문화공원,37.5521432,126.9229711,2230.0,마포구
5396,11440-00083,양화진역사공원,37.545496,126.911199,4804.0,마포구
5397,11440-00084,외국인묘지공원,37.546644,126.911274,13224.0,마포구
5479,11140-00015,동화공원,37.560464,127.020459,3071.0,중구
5480,11140-00016,순화어린이공원,37.563458,126.971326,1439.0,중구
5481,11140-00017,저동1공원,37.565975,126.989627,210.0,중구
5482,11140-00018,저동2공원,37.56525562,126.9888396,200.0,중구
5483,11140-00019,쌍림동공원,37.563911,127.002671,169.0,중구
5484,11140-00020,무교1공원,37.568451,126.979038,570.0,중구
5485,11140-00021,무교2공원,37.569004,126.977595,1245.0,중구
5486,11140-00022,경찰기념공원,37.564064,126.968591,1039.0,중구
5487,11140-00023,진달래공원,37.568003,126.974807,713.0,중구
5488,11140-00024,마루공원,,,337.0,중구
5489,11140-00025,만리2구역1공원,37.552473,126.963143,1204.2,중구
5490,11140-00026,만리2구역2공원,37.552941,126.963462,3394.5,중구
5491,11140-00027,다동공원,37.567911,126.980148,1929.0,중구
5492,11140-00028,서소문제5지구공원,37.5631062029,126.9752235896,117.5,중구
5493,11140-00029,신당제11구역1공원,,,277.0,중구
5494,11140-00030,신당제11구역2공원,,,77.0,중구
5495,11140-00031,손기정공원,37.5554795035,126.9648157462,29682.0,중구
5496,11140-00032,서소문공원,37.5605678517,126.968867161,21363.0,중구
5497,11140-00033,한빛미디어파크,37.568073,126.985152,2071.0,중구
5498,11140-00034,순화문화공원,37.559824,126.971601,2103.0,중구
5499,11140-00035,명동문화공원,37.564745,126.986445,1456.0,중구
5500,11440-00053,쌍룡산어린이공원,37.552166,126.950353,5911.0,마포구
5501,11440-00054,토정어린이공원,37.540594,126.943573,2631.0,마포구
5502,11440-00055,애오개어린이공원,37.55514,126.957944,1424.0,마포구
5503,11440-00056,망원어린이공원,37.5520894,126.9042984,2862.0,마포구
5504,11440-00057,광흥창어린이공원,37.549462,126.930847,1353.0,마포구
5505,11440-00058,신수어린이공원,37.550357,126.933798,3792.2,마포구
5506,11440-00059,공덕소공원,37.548495,126.954555,1310.0,마포구
5515,11140-00001,정동공원,37.5677391514,126.9713584743,8230.0,중구
5516,11140-00002,훈련원공원,37.566929125,127.00438931,16735.0,중구
5517,11140-00003,응봉공원,37.548628,,107695.0,중구
5518,11140-00004,무학봉공원,37.5622338101,127.0245746545,12584.0,중구
5519,11140-00005,묵정공원,37.5635588484,127.0006655314,3907.0,중구
5520,11140-00006,쌍림공원,37.5644602798,127.0050370475,1500.0,중구
5521,11140-00007,황학공원,37.5674949,127.0180128528,1087.0,중구
5522,11140-00008,배재공원,37.564224,126.972182,2877.0,중구
5523,11140-00009,청구공원,37.555579,,1656.0,중구
5524,11140-00010,충현공원,37.552205,127.004876,1571.0,중구
5525,11140-00011,다산공원,37.564103,127.018843,3679.0,중구
5526,11140-00012,늘푸른공원,37.551074,,423.0,중구
5527,11140-00013,저동공원,37.564736,126.9878943786,1050.0,중구
5528,11140-00014,꿈누리공원,37.560344,127.018116,2569.0,중구
5985,11470-00025,마장,37.533508,126.864686,785.4,양천구
5986,11470-00026,정목,37.536923,126.868305,987.3,양천구
6130,11260-00003,신내공원,37.61374917,127.0892086,18699.0,중랑구
6135,11380-00099,오손길마을마당,37.591562,126.902567,139.0,은평구
6136,11380-00100,평화공원,37.6051488334,126.9230105,5700.1,은평구
6137,11380-00101,물빛공원,37.6189620031,126.9211621249,2051.0,은평구
6161,11380-00075,신사마을마당,37.594385,126.908643,203.0,은평구
6162,11380-00076,대조마을마당,37.641342,126.942228,183.5,은평구
6163,11380-00077,자투리(녹번)마을마당,37.599552,126.915551,165.0,은평구
6164,11380-00078,자투리(신사)마을마당,37.618267,126.932812,236.0,은평구
6165,11380-00079,불광동마을마당,37.618267,126.932812,324.0,은평구
6166,11380-00080,역촌동마을마당,37.619234,126.936128,230.1,은평구
6167,11380-00081,갈현동마을마당,37.619234,126.936128,249.9,은평구
6168,11380-00082,신사2동마을마당,37.61227,126.939287,175.0,은평구
6169,11380-00083,역촌2동마을마당,37.616903,126.928972,395.7,은평구
6170,11380-00084,응암1동마을마당,37.630017,126.930244,635.3,은평구
6171,11380-00085,불광3동마을숲마을마당,37.587015,126.923141,807.0,은평구
6172,11380-00086,대조동청사옆마을마당,37.644332,126.918009,130.3,은평구
6173,11380-00087,연천초교앞마을마당,37.605192,126.923387,347.0,은평구
6174,11380-00088,구산동마을공원,37.601518,126.929762,2811.0,은평구
6175,11380-00089,도원극장옆마을마당,37.605848,126.926897,48.8,은평구
6176,11380-00090,응암3동마을마당,37.605954,126.927616,518.0,은평구
6177,11380-00091,구현초교 앞마을마당,37.616116,126.930421,541.0,은평구
6178,11380-00092,녹번동마을마당,37.608536,126.907223,754.0,은평구
6179,11380-00093,연신초교옆마을마당,37.610501,126.918888,711.0,은평구
6180,11380-00094,구산동청사앞소공원,37.599395,126.932051,335.9,은평구
6181,11380-00095,구산동마을공원확대,37.61512,126.90778,157.0,은평구
6182,11380-00096,구산초교앞마을마당,37.595602,126.919066,135.0,은평구
6183,11380-00097,팜스퀘어 소공원,37.597018,126.906734,268.8,은평구
6184,11380-00098,신사2동 공공공지,37.593894,126.908112,1848.0,은평구
6185,11380-00048,녹번동,37.6032511658,126.9322993236,25854.7,은평구
6186,11380-00049,거 북 골,37.599915,126.925992,43812.6,은평구
6187,11380-00050,구  산,37.587111,126.919033,12445.7,은평구
6188,11380-00051,상림,37.614762,126.907901,4749.8,은평구
6189,11380-00052,못자리골,37.586731,126.923094,16176.1,은평구
6190,11380-00053,덕수천,37.609251,126.90656,5569.1,은평구
6191,11380-00054,마고정,37.611787,126.909981,4551.6,은평구
6192,11380-00055,우물골,37.6351344788,126.9253781615,7203.1,은평구
6193,11380-00056,신도,37.594288,126.919595,12020.0,은평구
6194,11380-00057,마실길,37.6411847166,126.942867269,45170.5,은평구
6196,11380-00058,역촌동소공원,37.611442,126.910162,318.0,은평구
6197,11380-00059,거북이소공원,37.614886,126.907774,250.0,은평구
6198,11380-00060,요  산소공원,37.591827,126.918252,805.0,은평구
6199,11380-00061,응암9구역소공원,37.609041,126.929362,880.8,은평구
6200,11380-00062,불광3구역소공원,37.648497,126.929826,7274.1,은평구
6201,11380-00063,불광6구역소공원,37.648497,126.929826,1919.0,은평구
6202,11380-00064,불광7구역소공원,37.646145,126.927556,3120.0,은평구
6203,11380-00065,응암3주택 재개발구역내소공원,37.633198,126.919096,1641.6,은평구
6204,11380-00066,폭포동소공원,37.637075,126.916493,1087.8,은평구
6205,11380-00067,잿말소공원,37.634196,126.925428,245.1,은평구
6206,11380-00068,한옥마을소공원,37.632016,126.93076,58.7,은평구
6207,11380-00069,신사동(새절)소공원,37.635399,126.934794,782.6,은평구
6208,11380-00070,녹번1-2지구 주택재개발정비구역내소공원,37.632016,126.93076,5804.2,은평구
6209,11380-00071,금암문화공원 (은평뉴타운제1호문화공원),37.624806,126.92741,6857.1,은평구
6210,11380-00072,제각말문화공원 (은평뉴타운제2호 문화공원),37.626369,126.925398,55721.8,은평구
6211,11380-00073,불광위령탑마을마당,37.61362,126.929777,940.0,은평구
6212,11380-00074,구산마을마당,37.595561,126.904347,387.0,은평구
6213,11380-00024,가람어린이공원,37.586711,126.911699,249.0,은평구
6214,11380-00025,신흥어린이공원,37.60631,126.9342,937.9,은평구
6215,11380-00026,아까시아어린이공원,37.591312,126.928971,982.0,은평구
6216,11380-00027,개나리어린이공원,37.590721,126.905813,2896.0,은평구
6217,11380-00028,응암4동어린이공원,37.605483,126.930922,1526.0,은평구
6218,11380-00029,불광어린이공원,37.603157,126.929288,496.0,은평구
6219,11380-00030,응암9어린이공원,37.603459,126.932237,2244.3,은평구
6220,11380-00031,다래어린이공원,37.59242,126.910584,584.9,은평구
6221,11380-00032,연신어린이공원,37.600268,126.906472,1236.0,은평구
6222,11380-00033,양천리누리터 어린이공원,37.640075,126.932882,5153.3,은평구
6223,11380-00034,응암3재건축구역내 어린이공원,37.5930200359,126.9221859255,1602.0,은평구
6224,11380-00035,응암10재개발구역내 어린이공원,37.618784,126.930834,4144.8,은평구
6226,11380-00036,응암1구역어린이공원,37.629366,126.927014,3090.1,은평구
6227,11380-00037,북한산,37.605799,126.940903,60789.0,은평구
6228,11380-00038,봉산,37.585195,126.891941,173394.2,은평구
6229,11380-00039,서오능,37.6384025764,126.9138098934,58509.5,은평구
6230,11380-00040,불  광,37.614968,126.910327,118314.2,은평구
6231,11380-00041,백  련,37.60836,126.919486,205090.9,은평구
6232,11380-00042,진  관,37.61634,126.931455,585480.1,은평구
6233,11380-00043,향   림,37.6293321935,126.9273553535,202993.0,은평구
6234,11380-00044,신  사,37.604686,126.915235,71848.1,은평구
6235,11380-00045,물 푸 레,37.6378399622,126.9165116853,147441.6,은평구
6236,11380-00046,기 자 촌,37.621404,126.928596,128953.7,은평구
6237,11380-00047,녹번서,37.614034,126.920502,29945.0,은평구
6238,11380-00003,신록어린이공원,37.614689,126.915685,469.0,은평구
6239,11380-00004,참다래어린이공원,37.617265,126.913295,954.4,은평구
6240,11380-00005,포수동어린이공원,37.625135,126.918535,987.8,은평구
6241,11380-00006,시루메어린이공원,37.603973,126.923728,999.6,은평구
6242,11380-00007,연서어린이공원,37.605114,126.938126,956.0,은평구
6243,11380-00008,역마을어린이공원,37.601679,126.923517,949.1,은평구
6244,11380-00009,역말어린이공원,37.598043,126.919446,966.3,은평구
6245,11380-00010,인조유기비어린이공원,37.595367,126.917374,1256.9,은평구
6246,11380-00011,대조어린이공원,37.601073,126.918478,4176.9,은평구
6247,11380-00012,길마어린이공원,37.606876,126.914238,1596.7,은평구
6248,11380-00013,궁말어린이공원,37.608641,126.916513,1190.0,은평구
6249,11380-00014,박석어린이공원,37.616846,126.908951,856.9,은평구
6250,11380-00015,좌월어린이공원,37.598914,126.911312,1398.3,은평구
6251,11380-00016,갈곡리어린이공원,37.595946,126.911954,1738.7,은평구
6252,11380-00017,새락골어린이공원,37.582994,126.906559,994.0,은평구
6254,11380-00018,호연어린이공원,37.604098,126.916651,528.0,은평구
6255,11380-00019,분토골어린이공원,37.621482,126.915707,996.0,은평구
6256,11380-00020,서갈현어린이공원,37.583268,126.916127,1532.2,은평구
6257,11380-00021,새장골어린이공원,37.611011,126.908075,992.0,은평구
6258,11380-00022,시내어린이공원,37.607188,126.907777,659.0,은평구
6259,11380-00023,관동어린이공원,37.623992,126.916508,331.0,은평구
6260,11590-00038,꿈나무,37.506795,126.944641,1500.0,동작구
6261,11590-00039,빙수골,37.496881,126.932279,822.0,동작구
6262,11590-00040,국화원,37.50479617,126.942298,757.0,동작구
6263,11590-00041,흐리목,37.494617,126.952962,1869.7,동작구
6264,11590-00042,까망돌,37.506578,126.964102,1904.5,동작구
6265,11590-00043,해밀,37.488467,126.974311,2392.0,동작구
6266,11590-00044,영도,37.503299,126.941042,1737.0,동작구
6267,11590-00045,나비,37.503186,126.943593,564.1,동작구
6268,11590-00046,꽃담길,37.505644,126.942102,206.0,동작구
6269,11590-00047,흑석,37.509385,126.957863,442.0,동작구
6270,11590-00048,칸나,37.48562691,126.9043083,241.0,동작구
6271,11590-00049,꿈나래,37.5052677,126.9481801,1720.2,동작구
6272,11590-00050,새빛,37.4873357052,126.9744112352,1680.0,동작구
6273,11590-00051,까막골,37.5045058,126.9605347,1420.1,동작구
6274,11590-00052,비둘기,37.505903,126.9518335,2114.7,동작구
6275,11590-00008,해님,37.501617,126.951273,876.0,동작구
6276,11590-00009,별님,37.498885,126.944953,259.0,동작구
6277,11590-00010,삼일,37.483419,126.966736,36660.0,동작구
6278,11590-00011,까치,37.48053895,126.979537,1604.3,동작구
6279,11590-00012,까치산,37.51066813,126.9627656,384026.0,동작구
6280,11590-00013,은하수,37.494528,126.912513,4726.0,동작구
6281,11590-00014,장미,37.493815,126.936031,410.5,동작구
6282,11590-00015,노루,37.481981,126.974169,337.0,동작구
6283,11590-00016,새싹,37.479905,126.973124,780.0,동작구
6284,11590-00017,꿈돌이,37.480474,126.970034,761.0,동작구
6285,11590-00018,동산,37.479616,126.969571,466.1,동작구
6286,11590-00019,토끼,37.478284,126.970241,821.7,동작구
6287,11590-00020,참새,37.498336,126.921885,2982.7,동작구
6288,11590-00021,양지,37.480071,126.974021,568.0,동작구
6289,11590-00022,새벽,37.50092249,126.930155,496.0,동작구
6290,11590-00023,옹달샘,37.495349,126.929617,445.0,동작구
6291,11590-00024,동작주차,37.503828,126.977294,42220.0,동작구
6292,11590-00025,샛별,37.487568,126.965354,344.7,동작구
6293,11590-00026,반달,37.483714,126.967932,182.0,동작구
6294,11590-00027,늘푸른,37.482608,126.969174,1503.0,동작구
6295,11590-00028,본동,37.511023,126.954241,2195.5,동작구
6296,11590-00029,개나리,37.486354,126.965684,454.0,동작구
6297,11590-00030,청명,37.487572,126.907983,1024.0,동작구
6298,11590-00031,해당화,37.486987,126.905905,374.0,동작구
6299,11590-00032,비계,37.505468,126.966267,298.4,동작구
6300,11590-00033,태양,37.506795,126.944663,1514.5,동작구
6301,11590-00034,서달,37.501059,126.960027,254.8,동작구
6302,11590-00035,희망,37.493693,126.980349,2654.3,동작구
6303,11590-00036,남성,37.484811,126.972026,924.1,동작구
6304,11590-00037,충효,37.513788,126.950109,1081.8,동작구
6326,11590-00001,제비,37.506659,126.925844,1813.9,동작구
6327,11590-00002,상도,37.49321807,126.9384079,359342.8,동작구
6328,11590-00003,노량진,37.509371,126.943688,413203.0,동작구
6329,11590-00004,용봉정,37.511663,126.958792,80804.2,동작구
6330,11590-00005,현충,37.48538566,126.9757312,1106402.2,동작구
6331,11590-00006,사육신,37.51345628,126.9494127,47832.0,동작구
6332,11590-00007,꿈동산,37.503551,126.954296,613.8,동작구
6401,11470-00080,음골,37.527336,126.851231,995.4,양천구
6402,11470-00081,동개울,37.527916,126.856519,991.2,양천구
6403,11470-00082,홍익,37.528547,126.862274,990.8,양천구
6404,11470-00083,진주,37.526494,126.855036,940.5,양천구
6405,11470-00084,꿈동산,37.521912,126.867457,3730.1,양천구
6406,11470-00085,다람쥐,37.513482,126.866021,2265.5,양천구
6407,11470-00086,까치,37.514958,126.868243,2149.8,양천구
6408,11470-00087,꿈나래,37.516283,126.869774,2433.9,양천구
6409,11470-00088,기린,37.516283,126.869774,2029.7,양천구
6410,11470-00089,사슴,37.515672,126.873427,2511.3,양천구
6411,11470-00090,목련,37.511439,126.858322,2498.5,양천구
6412,11470-00091,호돌이,37.512426,126.861336,3399.7,양천구
6413,11470-00092,세양,37.506814,126.864025,1560.7,양천구
6414,11470-00093,신월2동소공원,37.517502,126.848298,3001.0,양천구
6415,11470-00094,신정3동소공원,37.50612432,126.8339302,3353.0,양천구
6416,11470-00095,신정7동소공원,,,2553.0,양천구
6417,11470-00096,목동누리,37.546104,126.865222,2190.0,양천구
6504,11470-00001,온수도시자연공원,37.505895,126.840021,1003471.0,양천구
6505,11470-00002,오목,37.527761,126.873091,21470.4,양천구
6506,11470-00003,용왕산,37.541663,126.875061,213552.0,양천구
6507,11470-00004,목동,37.546529,126.879301,13366.0,양천구
6508,11470-00005,달마을,37.543331,126.868045,35214.0,양천구
6509,11470-00006,파리,37.534645,126.877186,29619.3,양천구
6510,11470-00007,목마,37.538161,126.885426,12816.8,양천구
6511,11470-00008,곰달래,37.524918,126.833053,12234.0,양천구
6512,11470-00009,양지,37.522204,126.830867,9013.4,양천구
6513,11470-00010,한울,37.519698,126.832681,15465.4,양천구
6514,11470-00011,오솔길,37.521068,126.836526,18047.2,양천구
6515,11470-00012,독서,37.519783,126.834992,19380.8,양천구
6516,11470-00013,양천,37.518124,126.867861,33797.9,양천구
6517,11470-00014,신트리,37.514686,126.856359,16409.3,양천구
6518,11470-00015,신월,37.517521,126.833892,33058.0,양천구
6519,11470-00016,계남,37.513745,126.844816,440173.0,양천구
6520,11470-00017,넘은들,37.512951,126.840441,16159.6,양천구
6521,11470-00018,연의,37.514067,126.830401,37520.0,양천구
6522,11470-00019,갈산,37.508129,126.869032,139576.0,양천구
6523,11470-00020,무지개,37.528935,126.867044,2375.1,양천구
6524,11470-00021,무궁화,37.541877,126.864247,984.6,양천구
6525,11470-00022,한두,37.549391,126.865352,986.1,양천구
6526,11470-00023,백석,37.545356,126.864912,708.4,양천구
6527,11470-00078,오구,37.527272,126.861874,738.4,양천구
6528,11470-00079,앞산,37.526441,126.858307,1050.5,양천구
6529,11470-00052,방아다리,37.538641,126.828308,927.3,양천구
6530,11470-00053,송죽,37.539399,126.833858,444.9,양천구
6531,11470-00054,강신,37.515669,126.838421,1500.0,양천구
6532,11470-00055,강월,37.515639,126.836422,2755.6,양천구
6533,11470-00056,아동,37.523024,126.833504,1500.2,양천구
6534,11470-00057,금실,37.518409,126.837199,3378.8,양천구
6535,11470-00058,해태,37.521748,126.862147,1046.8,양천구
6536,11470-00059,양명,37.519271,126.854392,667.4,양천구
6537,11470-00060,꽃사과,37.520069,126.864623,1738.6,양천구
6538,11470-00061,개나리,37.517709,126.862844,3500.0,양천구
6539,11470-00062,꿈나무,37.517641,126.858518,3148.2,양천구
6540,11470-00063,단지,37.519694,126.854131,3997.9,양천구
6541,11470-00064,신세계,37.521691,126.875895,1674.0,양천구
6542,11470-00065,신정,37.520437,126.874778,487.0,양천구
6543,11470-00066,꽃사슴,37.521702,126.848443,1009.1,양천구
6544,11470-00067,신기,37.514092,126.854244,1534.0,양천구
6545,11470-00068,푸른,37.511603,126.837445,2574.9,양천구
6546,11470-00069,신이,37.512521,126.837529,1510.3,양천구
6547,11470-00070,학마을,37.508919,126.843669,1500.0,양천구
6548,11470-00071,넓은들,37.511317,126.839385,3288.0,양천구
6549,11470-00072,하늘마루,37.512571,126.831703,1500.0,양천구
6550,11470-00073,숲속,37.514551,126.830941,1500.0,양천구
6551,11470-00074,은행정,37.522027,126.855022,1062.2,양천구
6552,11470-00075,새뚝,37.524029,126.857728,961.3,양천구
