,관리번호,공원명,위도,경도,공원면적,자치구
13381,11350-00148,비콘과대망사이,37.6766918,127.0577714,231.0,노원구
13382,11350-00149,중계1동 소공원,37.6499424,127.0691186,1642.0,노원구
13383,11350-00150,소방파출소,37.6588071,127.0662972,233.0,노원구
13384,11350-00151,순복음교회 뒤,37.6558384,127.0666435,76.0,노원구
13385,11350-00152,순복음 목재소,37.6562311,127.065035,77.0,노원구
13386,11350-00153,상계2동 마을숲,37.6568074,127.0676381,1341.0,노원구
13387,11350-00154,현대 초입,37.66646083,127.0801371,110.0,노원구
13388,11350-00155,간촌 인근,37.66306041,127.0719324,41.0,노원구
13389,11350-00157,계상초 인근,37.6618373,127.0651416,62.0,노원구
13390,11350-00158,석계역문화공원,37.6149593,127.0645511,3900.0,노원구
13391,11350-00159,공릉가로공원,37.6176812273,127.0762660279,8999.0,노원구
13392,11350-00160,상계 5,37.6635348,127.0693311,417.0,노원구
13393,11350-00161,한천가로공원,37.62445924,127.0709709,7145.0,노원구
13396,11350-00106,무지개,37.62258291,127.0801444,1575.1,노원구
13397,11350-00107,청  솔,37.62503565,127.0874014,1500.1,노원구
13398,11350-00108,송  림,37.62769904,127.0872999231,1500.3,노원구
13399,11350-00109,배  꽃,37.62632559,127.092496,1537.2,노원구
13400,11350-00110,불  암,37.66595991,127.0800958,1500.1,노원구
13401,11350-00111,장 암,37.68747591,127.0535532,1500.0,노원구
13402,11350-00112,꽃사슴,37.672626,127.084642,410.0,노원구
13403,11350-00113,갈 월,37.669984,127.083156,751.0,노원구
13404,11350-00114,희망,37.672443,127.078763,984.0,노원구
13405,11350-00115,인덕마을,37.6301558197,127.0566269592,2470.0,노원구
13406,11350-00116,벼루,37.6220035,127.0531754,990.2,노원구
13407,11350-00117,중계,37.64529539,127.0679721,1358.2,노원구
13408,11350-00118,한무리,37.63131305,127.0724411,1963.7,노원구
13409,11350-00119,등나무,37.64066136,127.0668666,23751.5,노원구
13410,11350-00120,마들,37.6448728622,127.0583049033,67108.8,노원구
13411,11350-00121,공릉 2,37.6252322,127.0824258,1614.8,노원구
13412,11350-00122,간  촌,37.6637948,127.0686244,455.0,노원구
13413,11350-00123,다우리,37.6620411,127.0640185,180.0,노원구
13414,11350-00124,나누리,37.6654563,127.0645187,178.0,노원구
13415,11350-00125,상계 10,37.6609624,127.0600221,825.2,노원구
13416,11350-00126,오장골,37.6630485,127.0668825,99.0,노원구
13417,11350-00127,안  산,37.6623018,127.0697753,258.0,노원구
13418,11350-00128,상계 1,37.6764803,127.0528561,254.0,노원구
13419,11350-00129,상계 3,37.6661136,127.0779886,76.0,노원구
13420,11350-00130,공릉2(산업대앞),37.6305209,127.0733564,103.0,노원구
13421,11350-00131,쌈지마당,37.64418299,127.087945,992.0,노원구
13422,11350-00132,"우체국 옆(엠코, 태릉입구 5번 출구)",37.6182161017,127.0759120441,487.7,노원구
13423,11350-00133,노원역 역사문화마당,37.6544716,127.0558664,250.0,노원구
14289,11290-00025,동망봉,37.5838591,127.017073,6730.0,성북구
14302,11290-00005,모랫말,37.604825,127.032787,1740.0,성북구
14303,11290-00006,아름드리,37.610105,127.0359869,3782.0,성북구
14304,11290-00007,숭인,37.58287149,127.0178925,5332.6,성북구
14305,11290-00008,삼선,37.5832358514,127.0103900048,10957.0,성북구
14306,11290-00009,범바위,37.585257,127.021534,1514.0,성북구
14307,11290-00010,꿈나라,37.580024,127.023018,1564.0,성북구
14308,11290-00011,배밭골,37.60812583,126.9986863,263.0,성북구
14309,11290-00012,동산,37.606265,127.034528,417.0,성북구
14310,11290-00013,밤골,37.607541,127.039921,600.0,성북구
14311,11290-00014,햇살,37.605878,127.048602,300.0,성북구
14312,11290-00015,향기,37.60920187,127.045461,1000.0,성북구
14313,11290-00016,동방,37.616598,127.043486,982.0,성북구
14314,11290-00017,샛별,37.614016,127.064186,1638.0,성북구
14315,11290-00018,돌뫼,37.605054,127.052698,350.0,성북구
14316,11290-00019,새소리,37.600751,127.025382,1371.0,성북구
14317,11290-00020,종암,37.600081,127.037198,1514.0,성북구
14318,11290-00021,솔향기,37.608108,127.021295,4031.0,성북구
14319,11290-00022,해맑은,37.608493,127.020925,2089.0,성북구
14320,11290-00023,한울,37.605709,127.013686,2675.0,성북구
14321,11290-00024,솔숲,37.604746,127.014971,2922.0,성북구
14322,11290-00026,맑은숲,37.62144056,127.0463288,1601.0,성북구
14323,11290-00027,화랑,37.608453,127.054559,2213.0,성북구
14324,11290-00028,매화,37.60011962,127.0207412,1595.0,성북구
14325,11290-00029,고암,37.599243,127.031027,1449.0,성북구
14349,11290-00001,성북,37.600528,127.023636,69676.5,성북구
14350,11290-00002,오동,37.6108706217,127.0406997992,233989.7,성북구
14351,11290-00003,개운산,37.59741206,127.0257184,208618.0,성북구
14352,11290-00004,청량,37.604661,127.056385,329290.0,성북구
14678,11260-00050,새  싹,37.582683,127.081315,1057.0,중랑구
14679,11260-00051,묵  동,37.612574,127.078524,1687.0,중랑구
14680,11260-00052,묵동소공원,37.615572,127.078098,167.0,중랑구
14681,11260-00053,묵1동소공원,37.611736,127.077666,854.0,중랑구
14682,11260-00054,코오롱하늘채앞소공원,37.57196989,127.0864508,1222.0,중랑구
15448,11320-00069,원당샘공원,37.6607526,127.0220787,4671.0,도봉구
15449,11320-00070,도로개설잔여부 휴게공원,37.6611929,127.0505123,121.0,도봉구
15450,11320-00071,서울북부지방검찰청주변녹지,37.6756414,127.0466808,314.0,도봉구
15477,11320-00037,물방울,37.6375725,127.0412883,646.0,도봉구
15478,11320-00038,장 미,37.6381458,127.036365,1000.0,도봉구
15479,11320-00039,창고개,37.6447409,127.0393257,990.0,도봉구
15480,11320-00040,다람쥐,37.6452098,127.0349159,988.0,도봉구
15481,11320-00041,달 내,37.6427555,127.0352756,1001.0,도봉구
15482,11320-00042,꿈동산,37.6501236,127.0368382,1008.0,도봉구
15483,11320-00043,미 화,37.6549516,127.0397052,996.0,도봉구
15484,11320-00044,창3 마을공원,37.6333294,127.0412078,3314.0,도봉구
15485,11320-00045,창2 마을공원,37.6412657,127.0362989,3104.0,도봉구
15486,11320-00046,무수울 소공원,37.6778355,127.0338381,161.0,도봉구
15487,11320-00047,무수골 소공원,37.6784430342,127.0389232659,854.0,도봉구
15488,11320-00048,쌍문1구역 소공원,37.6489288,127.0219352,1188.0,도봉구
15489,11320-00049,다락원 체육공원,37.6907728498,127.046562363,49830.0,도봉구
15490,11320-00050,서울 창포원,37.6892727,127.0475814,51486.0,도봉구
15491,11320-00051,방학3동,37.6633231,127.0292778,874.0,도봉구
15492,11320-00052,도봉1동(1),37.6875164,127.0428127,489.0,도봉구
15493,11320-00053,쌍문1동,37.6545297,127.0163509,180.0,도봉구
15494,11320-00054,창5동,37.6520013,127.0387085,262.0,도봉구
15495,11320-00055,도봉2동,37.6768238,127.0490433,316.0,도봉구
15496,11320-00056,방학1동,37.661482,127.0371404,203.0,도봉구
15497,11320-00057,도봉1동(2),37.6862776,127.0408206,1583.0,도봉구
15498,11320-00058,쌍문4동(1),37.6569337,127.0280205,108.0,도봉구
15499,11320-00059,쌍문4동(2),37.6590534,127.0287138,793.0,도봉구
15500,11320-00060,쌍문2동,37.6553216,127.0347283,585.0,도봉구
15501,11320-00061,발바닥공원,37.6591413,127.0279921,13879.0,도봉구
15502,11320-00062,방학사계광장,37.6624333,127.0418448,15780.0,도봉구
15503,11320-00063,도봉산역 만남의광장,37.6882419,127.0467981,5271.0,도봉구
15504,11320-00064,창동 공원,37.6601682,127.045372,792.0,도봉구
15505,11320-00065,방학동 공원,37.6644754,127.0454838,631.0,도봉구
15506,11320-00066,방학3동 가로공원,37.6634352,127.0276147,735.0,도봉구
15507,11320-00067,도봉마루공원,37.6877313,127.0439158,1361.0,도봉구
15508,11320-00068,한전변전소 자투리땅 휴게공원,37.6482319,127.0268292,606.0,도봉구
15509,11320-00008,서 원,37.6838254,127.0433093,921.0,도봉구
15510,11320-00009,무 수,37.6806313,127.0427453,1003.0,도봉구
15511,11320-00010,해 태,37.6720052,127.0412072,962.0,도봉구
15512,11320-00011,갈대밭,37.6743303,127.0458103,973.0,도봉구
15513,11320-00012,방 학,37.6631059,127.0322622,305.0,도봉구
15514,11320-00013,샘 말,37.6684889,127.0315749,1085.0,도봉구
15515,11320-00014,개나리,37.6673406,127.0371512,960.0,도봉구
15516,11320-00015,생잇들,37.6689795,127.039176,970.0,도봉구
15517,11320-00016,무궁화,37.6678419,127.0421955,1003.0,도봉구
15518,11320-00017,뒷 말,37.6637475,127.0336461,1000.0,도봉구
15519,11320-00018,사 슴,37.6644567,127.041749,970.0,도봉구
15520,11320-00019,소 망,37.6635246,127.0369361,973.0,도봉구
15521,11320-00020,학 골,37.6635246,127.0369361,149.0,도봉구
15522,11320-00021,금성윗들,37.6676592,127.0447831,1289.0,도봉구
15523,11320-00022,노 해,37.6609382,127.0396947,1019.0,도봉구
15524,11320-00023,둥근달,37.6497343,127.0301124,1013.0,도봉구
15525,11320-00024,꽃동네,37.6506429,127.0229685,317.0,도봉구
15526,11320-00025,샛 별,37.6480726,127.0291963,331.0,도봉구
15527,11320-00026,효 자,37.6500558,127.0510344,1573.0,도봉구
15528,11320-00027,모 랫,37.6468286,127.0517995,1500.0,도봉구
15529,11320-00028,유 만,37.650387,127.0529829,1500.0,도봉구
15530,11320-00029,대 창,37.64436,127.0522814,1500.0,도봉구
15531,11320-00030,창 원,37.6529957,127.0403553,2329.0,도봉구
15532,11320-00031,은행나무,37.6496529,127.0437757,3199.0,도봉구
15533,11320-00032,반 석,37.6471171,127.0412529,2596.0,도봉구
15534,11320-00033,뱃 골,37.6465834,127.0450164,2319.0,도봉구
15535,11320-00034,밤 골,37.6487859,127.0458545,2279.0,도봉구
15536,11320-00035,창 골,37.6430752,127.0486262,4236.0,도봉구
15537,11320-00036,신 창,37.6400636,127.040857,579.0,도봉구
15548,11320-00001,북한산 국립공원,37.6920803,127.0312043,8703000.0,도봉구
15549,11320-00002,초안산근린공원,37.6474261,127.0414291,664905.0,도봉구
15550,11320-00003,쌍문근린공원,37.6541919,127.0290879,328018.0,도봉구
15551,11320-00004,월천근린공원,37.6472711141,127.0523186642,10712.0,도봉구
15552,11320-00005,누 원,37.6803963,127.0500458,1515.0,도봉구
15553,11320-00006,새동네,37.6889748,127.0431725,1289.0,도봉구
15554,11320-00007,무지개,37.6856475,127.0450237,921.0,도봉구
16015,11215-10511,양마장공원,37.530871,127.079924,1113.0,광진구
16016,11215-10512,자양공원,37.533555,127.061065,494.8,광진구
16017,11215-10514,세모꼴공원,37.53840524,127.0815964,862.0,광진구
16018,11215-10701,가중나무공원,37.54651806,127.0677058,971.6,광진구
16019,11215-10702,한아름공원,37.544337,127.0704694,936.2,광진구
16020,11215-10703,해님공원,37.542693,127.0670234,1002.3,광진구
16021,11215-10704,화양공원,37.54160832,127.0696023,996.4,광진구
16022,11215-10705,화양동정자마당공원,37.546504,127.063046,2382.0,광진구
16023,11215-10901,남일공원,37.555947,127.064935,238.0,광진구
16024,11215-10902,군자공원,37.5545650578,127.0728508642,642.0,광진구
16025,11215-10903,홍련산의,37.54593706,127.088595,1291.1,광진구
16026,11215-10904,능동소공원,37.5525072,127.0829302,1062.0,광진구
16042,11215-10104,한마음공원,37.559563,127.075261,897.8,광진구
16043,11215-10105,긴고랑공원,37.5588785,127.0910182,633.0,광진구
16044,11215-10201,능동정자마당공원,37.553395,127.070549,1518.0,광진구
16046,11215-10301,개나리공원,37.538013,127.083613,988.8,광진구
16047,11215-10302,목련공원,37.54063897,127.0906565,989.8,광진구
16048,11215-10303,무궁화공원,37.541247,127.0945497,1041.7,광진구
16049,11215-10304,장미공원,37.536273,127.0901399,986.5,광진구
16050,11215-10305,푸른동산공원,37.54290187,127.0911934,933.2,광진구
16051,11215-10306,구둘공원,37.548121,127.0921729,788.1,광진구
16052,11215-10307,산마루공원,,127.0952179,917.0,광진구
16053,11215-10308,구의공원,37.53650197,127.0947429,10464.0,광진구
16054,11215-10309,명성공원,37.541424,127.077953,548.4,광진구
16055,11215-10310,구의가로휴식공원,37.536431,127.084515,95.2,광진구
16056,11215-10401,온달공원,37.54598705,127.1040746,1012.0,광진구
16057,11215-10402,평강공원,37.54811643,127.1005786,325.0,광진구
16058,11215-10501,약초원공원,37.533371,127.054402,1337.0,광진구
16059,11215-10502,약초원공원,37.532914,127.057631,826.0,광진구
16060,11215-10503,정말공원,37.53316599,127.078175,989.4,광진구
16061,11215-10504,자마장공원,37.53444989,127.0821906,998.8,광진구
16062,11215-10505,장독골공원,37.535642,127.0778291,997.4,광진구
16063,11215-10506,언덕배기공원,37.53214999,127.0879491,800.4,광진구
16064,11215-10507,금모래공원,37.53030864,127.082539,1022.5,광진구
16065,11215-10508,동자공원,37.531866,127.0742772,985.9,광진구
16066,11215-10509,노유산공원,37.53913301,127.0685093,993.1,광진구
16067,11215-10510,성화공원,37.536177,127.053077,253.0,광진구
16075,11215-10101,중곡공원,37.564536,127.0791404,995.7,광진구
16076,11215-10102,배나무터공원,37.56833955,127.0802718,971.9,광진구
16078,11215-10103,해오름공원,37.55678368,127.0921836,840.0,광진구
16194,11620-00068,미성,37.477136,126.91377,159.0,관악구
16195,11620-00069,약수,37.473131,126.912442,533.0,관악구
16196,11620-00070,삼육,37.487922,126.934307,119.0,관악구
16197,11620-00071,양산,37.473626,126.932549,297.0,관악구
16198,11620-00072,합실,37.465079,126.927068,1297.0,관악구
16199,11620-00073,행운동,37.483375,126.959752,401.0,관악구
16200,11620-00074,봉천,37.469221,126.964465,652.0,관악구
16201,11620-00075,까치산,37.483056,126.960301,964.0,관악구
16202,11620-00076,남태령제2,37.471931,126.982172,1310.0,관악구
16233,11620-00059,목화,37.467861,126.942282,347.0,관악구
16234,11620-00060,대협,37.474772,126.913364,391.0,관악구
16235,11620-00061,인헌,37.475334,126.962545,379.0,관악구
16236,11620-00062,충효,37.480969,126.941048,3188.0,관악구
16237,11620-00063,해바라기,37.461967,126.930214,416.0,관악구
16238,11620-00064,영락,37.476781,126.943796,206.0,관악구
16239,11620-00065,오성,37.467908,126.920805,225.0,관악구
16240,11620-00066,미림,37.466517,126.935286,185.0,관악구
16241,11620-00067,난우,37.4803999302,126.913959,960.0,관악구
16397,11620-00057,도덕,37.469331,126.938168,394.0,관악구
16398,11620-00058,남강,37.473461,126.924653,10350.0,관악구
16452,11410-00045,하늘소공원,37.593857529,126.942133043,1375.0,서대문구
16453,11410-00046,모래내어린이공원,37.572029559,126.913955039,1766.3,서대문구
16454,11410-00047,가재울어린이공원,37.573317226,126.919262654,9508.0,서대문구
16455,11410-00048,북아현어린이공원,37.55849107,126.951760724,2357.2,서대문구
16456,11410-00049,한성어린이공원,37.55900376,126.955251957,2240.8,서대문구
16457,11410-00050,너른바위어린이공원,37.558320079,126.952250328,2592.2,서대문구
16458,11410-00051,복주산근린공원,37.5618134712,126.9551252101,11430.0,서대문구
16459,11410-00052,아현역소공원,37.557686315,126.955951611,563.0,서대문구
16460,11410-00053,남가좌동소공원,37.580777783,126.919741409,402.0,서대문구
16461,11410-00054,남가좌동어린이공원,37.577609516,126.917888217,4144.0,서대문구
16462,11410-00055,연희푸르지오어린이공원,37.576687064,126.930036177,2053.0,서대문구
16480,11410-00021,백련어린이공원,37.582234,126.9240153258,985.8,서대문구
16481,11410-00022,남이마을어린이공원,37.579028,126.919623,1397.6,서대문구
16482,11410-00023,연남어린이공원,37.578165,126.925305,991.7,서대문구
16483,11410-00024,실락어린이공원,37.594473,126.943334,17452.0,서대문구
16484,11410-00025,바람산어린이공원,37.558263,126.940192,627.1,서대문구
16485,11410-00026,독립근린공원,37.5746077927,126.955611096,113021.7,서대문구
16486,11410-00027,가좌어린이공원,37.575867912,126.920547599,1665.0,서대문구
16487,11410-00028,개나리어린이공원,37.577782878,126.91777482,1653.0,서대문구
16488,11410-00029,창천근린공원,37.557916,126.940528,6322.0,서대문구
16489,11410-00030,홍제근린공원,37.594742,126.952997,9888.0,서대문구
16490,11410-00031,기차길옆소공원,37.561914,126.965897,381.3,서대문구
16491,11410-00032,독립문어린이공원,37.571549,126.960378,2600.0,서대문구
16492,11410-00033,연서어린이공원,37.572082,126.923258,1582.0,서대문구
16493,11410-00034,북가좌정원지구어린이공원,37.579749,126.916819,1869.0,서대문구
16494,11410-00035,홍은동어린이공원,37.601593,126.950296,1552.0,서대문구
16495,11410-00036,아름다운소공원,37.584798252,126.947373548,441.5,서대문구
16496,11410-00037,중앙근린공원,37.575022,126.913255,15466.0,서대문구
16497,11410-00038,솟대어린이공원,37.572759,126.912994,1474.5,서대문구
16498,11410-00039,나비울어린이공원,37.574799,126.909632,6757.0,서대문구
16499,11410-00040,홍은3소공원,37.599599,126.943412,747.0,서대문구
16500,11410-00041,거꾸로어린이공원,37.585332,126.913284,1125.3,서대문구
16501,11410-00042,문화소공원,37.594545,126.948792,1456.0,서대문구
16502,11410-00043,한울소공원,37.57089843,126.916562694,1006.0,서대문구
16503,11410-00044,무궁화소공원,37.584898442,126.940184139,672.0,서대문구
16505,11410-00002,궁동근린공원,37.5687539017,126.9195782967,126026.0,서대문구
16506,11410-00003,명수어린이공원,37.560086,126.950691,2269.0,서대문구
16507,11410-00004,대현문화공원,37.557667,126.945455,3063.9,서대문구
16508,11410-00005,문화촌어린이공원,37.595074,126.947351,1500.0,서대문구
16509,11410-00006,불천어린이공원,37.5974395113,126.9481420175,2006.0,서대문구
16510,11410-00007,은가어린이공원,37.582687,126.919472,1312.0,서대문구
16511,11410-00008,백련근린공원,37.5906205992,126.9333684156,993724.0,서대문구
16512,11410-00009,동구물어린이공원,37.571323,126.928045,275.0,서대문구
16513,11410-00010,궁뜰어린이공원,37.568975,126.930386,983.8,서대문구
16514,11410-00011,궁말어린이공원,37.571041,126.933593,886.9,서대문구
16515,11410-00012,대궐재어린이공원,37.574059,126.937078,971.9,서대문구
16516,11410-00013,연희어린이공원,37.567723,126.921481,661.0,서대문구
16517,11410-00014,신가어린이공원,37.580122,126.9083536361,993.4,서대문구
16518,11410-00015,해담는어린이공원,37.582390636,126.910450461,793.0,서대문구
16519,11410-00016,다람쥐어린이공원,37.576037,126.934403,595.0,서대문구
16520,11410-00017,모랫재어린이공원,37.582955,126.944622,529.0,서대문구
16521,11410-00018,상암곡어린이공원,37.582828,126.942227,294.0,서대문구
16522,11410-00019,홍남어린이공원,37.577999763,126.929197214,970.9,서대문구
16523,11410-00020,홍연어린이공원,37.580074,126.926801,965.1,서대문구
16587,11620-00055,한라,37.475633,126.914788,479.0,관악구
16588,11620-00056,서광,37.475162,126.942644,459.0,관악구
16590,11410-00001,창천문화공원,37.556859501,126.935161,2326.9,서대문구
16591,11620-00045,중앙,37.484446,126.948278,977.0,관악구
16592,11620-00046,새싹,37.484451,126.949378,1797.0,관악구
16593,11620-00047,까치산근린공원,37.476436,126.969325,64534.0,관악구
16594,11620-00048,봉림,37.482694,126.935717,988.0,관악구
16595,11620-00049,쑥고개,37.475822,126.940794,1124.0,관악구
16596,11620-00050,난곡,37.474084,126.915317,695.0,관악구
16597,11620-00051,새빛,37.486319,126.915149,875.0,관악구
16598,11620-00052,신라,37.473548,126.912623,514.0,관악구
16599,11620-00053,학다리,37.488732,126.937591,221.0,관악구
16600,11620-00054,용담,37.475466,126.943506,646.0,관악구
16601,11620-00028,원당,37.474839,126.963329,1647.0,관악구
16602,11620-00029,교체,37.473281,126.963998,813.0,관악구
16603,11620-00030,보명,37.475841,126.925639,1319.0,관악구
16604,11620-00031,일선,37.477823,126.949514,1244.0,관악구
16605,11620-00032,청룡,37.477619,126.944732,853.0,관악구
16606,11620-00033,까치,37.479924,126.959507,1602.0,관악구
16607,11620-00034,모래내,37.477901,126.955456,1667.0,관악구
16608,11620-00035,밤골,37.473919,126.967365,1119.0,관악구
16609,11620-00036,약수암,37.459512,126.932978,1680.0,관악구
16610,11620-00037,연주대,37.469214,126.941932,251.0,관악구
16611,11620-00038,태양,37.468445,126.936475,345.0,관악구
16612,11620-00039,사우촌,37.467506,126.934163,339.0,관악구
16613,11620-00040,약수,37.474417,126.961074,304.0,관악구
16614,11620-00041,탑골,37.474417,126.961074,597.0,관악구
16615,11620-00042,장미,37.479094,126.962395,423.0,관악구
16870,11260-00001,용마도시자연공원,37.58411925,127.1078998,2800624.0,중랑구
17308,11620-00006,상록,37.472906,126.980544,1557.0,관악구
17309,11620-00007,남현,37.471865,126.981333,554.0,관악구
17310,11620-00008,예촌,37.4745344073,126.9768781953,1509.0,관악구
17311,11620-00009,난우,37.466402,126.921869,241.0,관악구
17312,11620-00010,남부,37.48481,126.920679,990.0,관악구
17313,11620-00011,새들,37.48861,126.925741,979.0,관악구
17314,11620-00012,색동,37.486533,126.932555,952.0,관악구
17315,11620-00013,새숲,37.482374,126.913108,991.0,관악구
17316,11620-00014,장군봉,37.478054,126.939008,175.0,관악구
17317,11620-00015,은천,37.488223,126.942996,443.0,관악구
17318,11620-00016,국회단지,37.490274,126.943211,1200.0,관악구
17319,11620-00017,국지,37.490053,126.940606,1650.0,관악구
17320,11620-00018,서원,37.476815,126.933237,2324.0,관악구
17321,11620-00019,송학,37.480272,126.949269,1013.0,관악구
17322,11620-00020,백설,37.476236,126.953512,1655.0,관악구
17323,11620-00021,신화,37.476656,126.935702,850.0,관악구
17324,11620-00022,미도,37.462803,126.915263,978.0,관악구
17325,11620-00023,무궁화,37.482017,126.928727,660.0,관악구
17326,11620-00024,신림근린공원,37.480884,126.918234,90960.0,관악구
17327,11620-00025,장군봉근린공원,37.478631,126.939049,128100.0,관악구
17328,11620-00026,문성,37.482015,126.90286,988.0,관악구
17329,11620-00027,비안,37.480767,126.94017,1661.0,관악구
17330,11620-00043,선봉,37.485144,126.939678,1021.0,관악구
17331,11620-00044,국사봉,37.48995,126.934035,454.0,관악구
17332,11560-00026,꿈에그린어린이공원,37.503103,126.908722,1619.0,영등포구
17334,11560-00027,문래소공원,37.519878,126.886418,1954.0,영등포구
17335,11560-00028,인스빌1 소공원,37.514461,126.888327,1194.0,영등포구
17336,11560-00029,인스빌2 소공원,37.513184,126.890275,1007.0,영등포구
17337,11560-00030,꽃담 소공원,37.531174,126.900161,2582.0,영등포구
17338,11560-00031,(가칭)신길14재정비촉진구역 소공원,37.503172,126.908693,1732.0,영등포구
17339,11560-00032,당산역 소공원,37.533517,126.900642,417.0,영등포구
17340,11560-00033,파밀리에 소공원,37.493251,126.904792,395.0,영등포구
17341,11560-00034,도리미 소공원,37.509336,126.902222,1859.0,영등포구
17342,11560-00035,새말소공원,37.528901,126.900527,1642.0,영등포구
17343,11560-00036,이음소공원,37.527656,126.902501,732.0,영등포구
17344,11560-00037,당산나루소공원,37.5328139164,126.9001275601,1339.0,영등포구
17345,11560-00038,(가칭)모아미래도 소공원,37.516607,126.886941,1505.0,영등포구
17346,11560-00039,(가칭)당산4구역 소공원,37.528846,126.903737,396.0,영등포구
17347,11560-00040,(가칭)신길7재정비촉진구역 소공원,37.501274,126.916358,1024.1,영등포구
17348,11560-00041,(가칭)신길11재정비촉진구역 소공원,37.504638,126.906631,1661.4,영등포구
17349,11560-00042,(가칭)영등포1-4구역 역사공원,37.522483,126.908131,2962.0,영등포구
17350,11560-00043,(가칭)신길5재정비촉진구역 소공원,37.50373971,126.917504365,1638.0,영등포구
17351,11560-00044,(가칭)신길5구역어린이공원,37.503015,126.920286,1981.0,영등포구
17352,11620-00001,상도근린공원,37.491879,126.94143,87458.0,관악구
17353,11620-00002,호박골,37.48193,126.923932,417.0,관악구
17354,11620-00003,해태,37.472323,126.940612,1359.0,관악구
17355,11620-00004,당곡,37.488678,126.93354,294.0,관악구
17356,11620-00005,군아파트,37.471823,126.978932,926.0,관악구
17359,11560-00005,당산근린공원,37.5252179425,126.895135,11154.0,영등포구
17360,11560-00006,메낙골근린공원,37.506992,126.915244,17229.0,영등포구
17361,11560-00007,중앙어린이공원,37.521363,126.9041639,3671.0,영등포구
17362,11560-00008,평화어린이공원,37.5213527337,126.9373260913,4595.0,영등포구
17363,11560-00009,자유어린이공원,37.5213527337,126.9373260913,5385.0,영등포구
17364,11560-00010,강마을어린이공원,37.532972,126.906681,3329.0,영등포구
17365,11560-00011,양남어린이공원,37.5232047894,126.888303,1467.0,영등포구
17366,11560-00012,산성어린이공원,37.496859,126.902594,413.0,영등포구
17367,11560-00013,다사랑어린이공원,37.4928339003,126.899215,1632.0,영등포구
17368,11560-00014,고추말어린이공원,37.511577,126.907115,3071.0,영등포구
17369,11560-00015,대림어린이공원,37.4913317598,126.9030161764,6969.0,영등포구
17370,11560-00016,서강어린이공원,37.525611,126.908707,1797.0,영등포구
17371,11560-00017,원지어린이공원,37.4976175274,126.899642,4845.0,영등포구
17372,11560-00018,동심어린이공원,37.498712,126.8972933127,2820.0,영등포구
17373,11560-00019,두암어린이공원,37.495428,126.897371,1477.0,영등포구
17374,11560-00020,신우어린이공원,37.503539,126.899081,3112.0,영등포구
17375,11560-00021,양화폭포근린공원,37.548968,126.881219,12404.0,영등포구
17376,11560-00022,영등포근린공원,37.5161266236,126.912126417,61544.0,영등포구
17377,11560-00023,양평어린이공원,37.538015,126.898077,2845.0,영등포구
17378,11560-00024,영일어린이공원,37.510097,126.903895,5413.0,영등포구
17379,11560-00025,중마루근린공원,37.5199186561,126.9114973236,6456.0,영등포구
17406,11560-00004,신길근린공원,37.501712,126.905408,19604.0,영등포구
17433,11560-00003,문래근린공원,37.517456,126.894267,23611.0,영등포구
17460,11560-00002,자매근린공원,37.51662817,126.9290816,16458.0,영등포구
17882,11560-00001,신일어린이공원,37.511852,126.922191,173.0,영등포구
