지역,연령별,성별,주관적 건강수준,걷기 실천,격렬한 신체활동 실천,긍정적 태도율(자연환경),주관적 스트레스 수준,우울감 경험률,중등도 신체활동 실천,체중조절 경험 여부,행복감 지수
성동구,계,계,45.7,58.5,12.6,61.9,27.6,5.2,11.4,69.7,6.89
성동구,계,남,47.3,59.9,15.3,63.3,26.7,4.6,13.2,60.7,6.9
성동구,계,여,44.2,57.2,10.1,60.6,28.4,5.8,9.7,77.7,6.87
성동구,19~44,계,56.3,60.6,16.3,57.8,37.7,4.8,10.6,76.1,7.02
성동구,19~44,남,55.6,64.0,18.5,60.6,34.4,3.7,12.2,65.6,7.12
성동구,19~44,여,56.9,57.4,14.4,55.3,40.7,5.7,9.1,85.6,6.93
성동구,45~64,계,43.2,58.7,12.0,61.9,22.1,4.7,11.7,70.3,6.96
성동구,45~64,남,47.3,61.0,15.1,64.3,25.3,4.1,11.0,61.6,6.89
성동구,45~64,여,39.8,56.7,9.4,59.8,19.3,5.3,12.3,77.8,7.02
성동구,65~74,계,33.9,62.8,8.3,67.5,19.0,7.4,16.5,64.5,6.67
성동구,65~74,남,33.9,60.7,12.5,61.8,17.9,7.1,25.0,51.8,6.59
성동구,65~74,여,33.8,64.6,4.6,72.3,20.0,7.7,9.2,75.4,6.73
성동구,75 이상,계,20.3,40.5,2.5,74.0,11.7,6.3,6.3,42.3,6.25
성동구,75 이상,남,27.5,35.0,5.0,74.4,7.7,7.5,10.0,46.2,6.33
성동구,75 이상,여,12.8,46.2,0.0,73.7,15.8,5.1,2.6,38.5,6.18
서초구,계,계,50.9,58.8,21.7,67.9,27.9,7.5,10.2,71.1,7.34
서초구,계,남,54.3,59.8,29.4,69.6,25.9,5.4,11.0,67.7,7.39
서초구,계,여,48.2,58.1,15.6,66.6,29.5,9.3,9.4,73.8,7.3
서초구,19~44,계,58.0,64.4,23.9,64.9,33.5,8.0,8.0,74.1,7.38
서초구,19~44,남,59.2,65.6,35.9,66.1,30.6,6.1,8.2,70.4,7.46
서초구,19~44,여,57.1,63.3,14.2,63.8,35.8,9.6,7.9,77.1,7.32
서초구,45~64,계,46.6,52.5,21.5,68.7,25.1,6.8,11.5,74.9,7.32
서초구,45~64,남,52.3,55.0,25.5,72.2,24.8,5.4,12.1,71.8,7.39
서초구,45~64,여,42.1,50.5,18.4,66.0,25.3,7.9,11.1,77.4,7.27
서초구,65~74,계,44.3,62.9,16.5,76.6,14.4,8.2,15.5,56.7,7.36
서초구,65~74,남,50.0,61.4,22.7,76.2,11.4,4.5,18.2,52.3,7.27
서초구,65~74,여,39.6,64.2,11.3,76.9,17.0,11.3,13.2,60.4,7.43
서초구,75 이상,계,28.9,44.4,13.3,73.3,24.4,6.7,8.9,44.4,7.0
서초구,75 이상,남,30.0,35.0,10.0,70.0,20.0,0.0,15.0,45.0,7.05
서초구,75 이상,여,28.0,52.0,16.0,76.0,28.0,12.0,4.0,44.0,6.96
동대문구,계,계,39.4,60.1,13.7,60.5,27.7,7.5,12.1,63.4,6.86
동대문구,계,남,45.9,66.3,16.6,64.1,25.8,4.9,12.4,56.0,7.05
동대문구,계,여,33.8,54.8,11.2,57.4,29.3,9.8,11.8,69.9,6.69
동대문구,19~44,계,48.6,65.7,15.7,52.9,35.9,9.2,10.5,70.0,7.04
동대문구,19~44,남,57.9,69.5,17.4,58.5,30.5,4.7,11.1,60.5,7.31
동대문구,19~44,여,38.9,61.7,13.9,46.9,41.7,13.9,10.0,80.0,6.74
동대문구,45~64,계,37.5,55.9,14.7,60.3,26.1,8.7,15.1,69.9,6.79
동대문구,45~64,남,38.3,60.9,19.5,65.4,29.7,6.2,14.1,60.9,6.86
동대문구,45~64,여,36.8,52.0,11.1,56.5,23.4,10.5,15.8,76.6,6.74
동대문구,65~74,계,28.2,53.7,10.7,71.1,16.1,3.4,10.1,45.6,6.89
동대문구,65~74,남,29.2,61.1,12.5,73.6,16.7,4.2,6.9,37.5,6.88
동대문구,65~74,여,27.3,46.8,9.1,68.8,15.6,2.6,13.0,53.2,6.9
동대문구,75 이상,계,28.0,62.0,8.0,73.5,19.0,4.0,12.0,46.0,6.34
동대문구,75 이상,남,43.2,78.4,10.8,69.4,5.4,2.7,24.3,51.4,6.68
동대문구,75 이상,여,19.0,52.4,6.3,75.8,27.0,4.8,4.8,42.9,6.14
광진구,계,계,46.0,61.8,17.1,72.4,27.0,9.7,7.8,70.9,7.24
광진구,계,남,49.8,59.2,21.1,72.6,25.1,9.2,10.4,64.7,7.27
광진구,계,여,42.7,64.0,13.8,72.2,28.5,10.1,5.5,76.1,7.22
광진구,19~44,계,55.5,65.4,19.4,67.6,36.7,9.2,9.7,77.3,7.21
광진구,19~44,남,57.4,62.9,21.8,65.2,35.1,8.4,12.9,68.8,7.24
광진구,19~44,여,53.6,67.7,17.3,69.9,38.2,10.0,6.8,85.0,7.18
광진구,45~64,계,42.1,60.7,17.6,74.8,19.8,6.9,4.7,72.6,7.39
광진구,45~64,남,45.0,57.9,24.3,78.4,16.4,7.1,6.4,66.4,7.44
광진구,45~64,여,39.9,62.9,12.4,71.9,22.5,6.7,3.4,77.5,7.35
광진구,65~74,계,33.1,60.2,11.0,80.2,18.6,16.9,7.6,62.7,7.26
광진구,65~74,남,47.1,51.0,11.8,78.0,17.6,17.6,5.9,54.9,7.14
광진구,65~74,여,22.4,67.2,10.4,81.8,19.4,16.4,9.0,68.7,7.35
광진구,75 이상,계,24.1,44.8,10.3,78.6,12.1,13.8,10.3,31.0,6.63
광진구,75 이상,남,24.1,55.2,17.2,86.2,10.3,10.3,20.7,44.8,6.9
광진구,75 이상,여,24.1,34.5,3.4,70.4,13.8,17.2,0.0,17.2,6.36
강동구,계,계,48.8,60.3,23.3,76.1,26.0,10.6,17.2,71.5,7.01
강동구,계,남,53.5,62.4,28.2,81.0,23.9,7.7,21.2,66.3,7.14
강동구,계,여,44.9,58.5,19.2,72.1,27.7,13.0,14.0,75.8,6.9
강동구,19~44,계,57.8,63.6,24.6,71.1,33.2,10.2,14.2,75.9,7.13
강동구,19~44,남,62.0,65.8,28.3,75.0,29.3,8.7,17.4,69.6,7.36
강동구,19~44,여,53.7,61.6,21.1,67.4,36.8,11.6,11.1,82.1,6.91
강동구,45~64,계,49.5,58.6,25.4,78.9,23.5,7.6,20.0,72.7,7.02
강동구,45~64,남,54.2,58.8,33.3,86.3,22.9,5.2,24.8,66.0,7.18
강동구,45~64,여,46.1,58.5,19.8,73.7,24.0,9.2,16.6,77.4,6.9
강동구,65~74,계,30.6,65.3,19.0,76.9,15.7,17.4,21.5,62.8,6.79
강동구,65~74,남,30.0,61.7,21.7,81.7,16.7,13.3,25.0,58.3,6.27
강동구,65~74,여,31.1,68.9,16.4,72.1,14.8,21.3,18.0,67.2,7.31
강동구,75 이상,계,21.6,35.3,7.8,90.2,15.7,19.6,9.8,51.0,6.49
강동구,75 이상,남,38.9,61.1,5.6,94.4,0.0,0.0,16.7,61.1,7.39
강동구,75 이상,여,12.1,21.2,9.1,87.9,24.2,30.3,6.1,45.5,6.0
강남구,계,계,54.7,62.2,19.4,65.0,25.0,7.7,10.7,78.3,7.28
강남구,계,남,60.3,63.5,26.3,68.0,24.7,4.2,10.4,69.7,7.31
강남구,계,여,50.3,61.2,14.0,62.7,25.2,10.3,10.9,85.0,7.25
강남구,19~44,계,63.7,63.7,22.9,57.3,30.1,8.1,11.1,80.6,7.17
강남구,19~44,남,69.3,63.5,31.8,60.4,28.1,4.7,13.0,74.5,7.24
강남구,19~44,여,59.2,63.7,15.8,54.8,31.7,10.8,9.6,85.4,7.11
강남구,45~64,계,51.4,58.6,17.4,69.6,21.0,6.1,10.2,81.2,7.36
강남구,45~64,남,58.8,59.5,22.9,73.9,22.9,2.0,6.5,69.9,7.43
강남구,45~64,여,45.9,57.9,13.4,66.5,19.6,9.1,12.9,89.5,7.31
강남구,65~74,계,36.7,74.4,14.4,73.3,19.3,6.7,11.1,65.6,7.29
강남구,65~74,남,40.5,78.6,19.0,69.0,17.1,4.8,14.3,57.1,7.07
강남구,65~74,여,33.3,70.8,10.4,77.1,21.3,8.3,8.3,72.9,7.48
강남구,75 이상,계,21.9,50.0,9.4,93.8,16.1,21.9,9.4,50.0,7.81
강남구,75 이상,남,18.8,62.5,12.5,100.0,20.0,18.8,6.2,43.8,7.67
강남구,75 이상,여,25.0,37.5,6.2,87.5,12.5,25.0,12.5,56.2,7.94
