,제공기관명,관리번호,공원명,공원구분,소재지지번주소,위도,경도,공원면적,지정고시일,데이터기준일자,시도,자치구
12769,서울특별시 송파구,11710-00014,목련,근린공원,서울특별시 송파구 오금동 156,37.499035,127.138842,8127.4,,2021-02-21,서울특별시,송파구
12770,서울특별시 송파구,11710-00015,문정,근린공원,서울특별시 송파구 문정동 18-4 외,37.486486,127.128916,49972.0,,2021-02-21,서울특별시,송파구
12901,서울특별시 송파구,11710-00074,비둘기,어린이공원,서울특별시 송파구 방이동 195,37.512742,127.123352,1500.2,,2021-02-21,서울특별시,송파구
13037,서울특별시 송파구,11710-00073,부렴,어린이공원,서울특별시 송파구 잠실본동 296,37.505621,127.079254,1659.8,,2021-02-21,서울특별시,송파구
13079,서울특별시 강북구,11305-00027,오얏골,어린이공원,서울특별시 강북구 번2동 228,37.633912,127.034511,5070.7,1988-12-30,2020-09-01,서울특별시,강북구
13080,서울특별시 강북구,11305-00028,벌 리,어린이공원,서울특별시 강북구 번3동 240,37.627774,127.044421,4083.5,1988-12-30,2020-09-01,서울특별시,강북구
13081,서울특별시 강북구,11305-00029,벌 말,어린이공원,서울특별시 강북구 번2동 235,37.629802,127.039829,4641.3,1988-12-30,2020-09-01,서울특별시,강북구
13123,서울특별시 금천구,11545-00051,박미사랑,소공원,서울특별시 금천구 시흥동 963-1,37.437907,126.904519,2162.6,2017-01-05,2020-09-02,서울특별시,금천구
13144,서울특별시 금천구,11545-00022,목화,어린이공원,서울특별시 금천구 독산3동 883-9,37.477455,126.907262,985.8,1970-09-03,2020-09-02,서울특별시,금천구
13145,서울특별시 금천구,11545-00021,꿈나무,어린이공원,서울특별시 금천구 독산2동 378-434,37.46351982,126.9049179,567.0,1998-07-20,2020-09-02,서울특별시,금천구
13146,서울특별시 금천구,11545-00020,정훈,어린이공원,서울특별시 금천구 독산2동 378-4,37.46567731,126.9063221,1094.0,1971-11-03,2020-09-02,서울특별시,금천구
13147,서울특별시 금천구,11545-00019,무궁화,어린이공원,서울특별시 금천구 독산2동 378-291,37.464377,126.904391,1336.0,1971-11-03,2020-09-02,서울특별시,금천구
13162,서울특별시 금천구,11545-00003,금천체육공원,근린공원,서울특별시 금천구 독산동 산118-4,37.468233,126.908522,18083.0,1968-01-15,2020-09-02,서울특별시,금천구
13163,서울특별시 금천구,11545-00002,산기슭공원,근린공원,서울특별시 금천구 시흥동 산138-3,37.4636403141,126.9076165266,8412.0,1968-01-15,2020-09-02,서울특별시,금천구
13164,서울특별시 금천구,11545-00001,감로천생태공원,근린공원,서울특별시 금천구 독산동 373,37.46964774,126.9079262,15000.0,1968-01-15,2020-09-02,서울특별시,금천구
13165,서울특별시 금천구,11545-00027,한사랑,어린이공원,서울특별시 금천구 독산4동 925-2,37.467716,126.904573,585.9,1973-01-23,2020-09-02,서울특별시,금천구
13166,서울특별시 금천구,11545-00026,반수,어린이공원,서울특별시 금천구 독산3동 980-44,37.4740151,126.902233,990.6,1971-11-12,2020-09-02,서울특별시,금천구
13167,서울특별시 금천구,11545-00025,구룡,어린이공원,서울특별시 금천구 독산3동 964,37.477891,126.902278,934.9,1971-11-12,2020-09-02,서울특별시,금천구
13168,서울특별시 금천구,11545-00024,남문,어린이공원,서울특별시 금천구 독산3동 160-6,37.472321,126.900396,883.6,1976-09-04,2020-09-02,서울특별시,금천구
13169,서울특별시 금천구,11545-00023,동산,어린이공원,서울특별시 금천구 독산3동 993-29,37.4729200647,126.9059645,1017.2,1971-11-12,2020-09-02,서울특별시,금천구
13170,서울특별시 송파구,11710-00067,배미골,어린이공원,서울특별시 송파구 거여동 291-1,37.490834,127.147076,1500.1,,2021-02-21,서울특별시,송파구
13171,서울특별시 송파구,11710-00068,배밭,어린이공원,서울특별시 송파구 송파동 178,37.501549,127.115347,1475.8,,2021-02-21,서울특별시,송파구
13172,서울특별시 송파구,11710-00069,버들,어린이공원,서울특별시 송파구 장지동 854-2,37.478761,127.133147,1886.0,,2021-02-21,서울특별시,송파구
13173,서울특별시 송파구,11710-00070,벌말,어린이공원,서울특별시 송파구 오금동 132,37.501638,127.140281,1502.1,,2021-02-21,서울특별시,송파구
13174,서울특별시 송파구,11710-00071,복숭아,어린이공원,서울특별시 송파구 오금동 27,37.506812,127.131379,1500.3,,2021-02-21,서울특별시,송파구
13175,서울특별시 송파구,11710-00072,봉우리,어린이공원,서울특별시 송파구 가락본동 85,37.496495,127.119238,1495.2,,2021-02-21,서울특별시,송파구
13341,서울특별시 노원구,11350-00162,우이천가로공원,기타,서울특별시 노원구 월계2 861-3,37.6257112,127.0470189,8098.0,,2020-07-13,서울특별시,노원구
13342,서울특별시 노원구,11350-00163,월계2동쌈지(신화연립),기타,서울특별시 노원구 월계2 912-1,37.6324586,127.0427149,164.0,,2020-07-13,서울특별시,노원구
13343,서울특별시 노원구,11350-00164,월계2동쌈지(신우빌라),기타,서울특별시 노원구 월계2 877-4,37.62906674,127.045758,561.0,,2020-07-13,서울특별시,노원구
13344,서울특별시 노원구,11350-00165,중계본동 보호수 근처,기타,서울특별시 노원구 중계본 58-35,37.6464965,127.080867,105.0,,2020-07-13,서울특별시,노원구
13345,서울특별시 노원구,11350-00166,원암유치원,기타,서울특별시 노원구 중계본 90-37,37.649804,127.084306,380.0,,2020-07-13,서울특별시,노원구
13346,서울특별시 노원구,11350-00167,상계5동 쌈지마당,기타,서울특별시 노원구 상계5 167-18,37.66202076,127.0687716,137.0,,2020-07-13,서울특별시,노원구
13347,서울특별시 노원구,11350-00168,상계5동 간촌마을 가로공원,기타,서울특별시 노원구 상계5 458-3,37.6661168,127.0658531,1298.2,,2020-07-13,서울특별시,노원구
13348,서울특별시 노원구,11350-00169,힐링숲,기타,서울특별시 노원구 상계5 441-3,37.6613963,127.0653931,862.0,,2020-07-13,서울특별시,노원구
13355,서울특별시 노원구,11350-00156,상계초,기타,서울특별시 노원구 상계5 393-27,37.6591731,127.0638398,39.0,,2020-07-13,서울특별시,노원구
13368,서울특별시 노원구,11350-00134,양지마을마당,기타,서울특별시 노원구 중계1 580-2,37.6504711,127.0687971,563.7,,2020-07-13,서울특별시,노원구
13369,서울특별시 노원구,11350-00135,공릉3동소공원,기타,서울특별시 노원구 공릉3 318-3,37.62766396,127.0696055,3000.0,,2020-07-13,서울특별시,노원구
13370,서울특별시 노원구,11350-00136,주민소통공간,기타,"서울특별시 노원구 상계5동 156-147,16",37.6628034,127.0713293,198.0,,2020-07-13,서울특별시,노원구
13371,서울특별시 노원구,11350-00137,성북역,기타,서울특별시 노원구 월계1동 412-1,37.6231539,127.0591889,4216.0,,2020-07-13,서울특별시,노원구
13372,서울특별시 노원구,11350-00138,샘말공원,기타,서울특별시 노원구 공릉1 517-11,37.6237113,127.0730272,937.4,,2020-07-13,서울특별시,노원구
13373,서울특별시 노원구,11350-00139,산성미소지움 앞,기타,서울특별시 노원구 공릉2 224-18,37.62128685,127.083378,113.0,,2020-07-13,서울특별시,노원구
13374,서울특별시 노원구,11350-00140,우남아파트 앞,기타,서울특별시 노원구 월계1 494-9,37.61555238,127.0673697,43.0,,2020-07-13,서울특별시,노원구
13375,서울특별시 노원구,11350-00141,석계역 굴다리,기타,서울특별시 노원구 월계1 66-11,37.614357,127.063579,413.0,,2020-07-13,서울특별시,노원구
13376,서울특별시 노원구,11350-00142,월계 현대아파트앞,기타,서울특별시 노원구 월계1 76-1,37.61722367,127.0625369,108.0,,2020-07-13,서울특별시,노원구
13377,서울특별시 노원구,11350-00143,월계 롯데캐슬 옆,기타,서울특별시 노원구 월계2동 865-5,37.6267847,127.0473737,764.0,,2020-07-13,서울특별시,노원구
13378,서울특별시 노원구,11350-00144,불암초,기타,서울특별시 노원구 중계본 107-8,37.65078343,127.0806007,412.0,,2020-07-13,서울특별시,노원구
13379,서울특별시 노원구,11350-00145,불암소공원,기타,서울특별시 노원구 중계4 453-38,37.6583522,127.070025,1198.0,,2020-07-13,서울특별시,노원구
13380,서울특별시 노원구,11350-00146,노원골 만남의광장,기타,서울특별시 노원구 상계1 1001,37.6746143,127.0594044,800.0,,2020-07-13,서울특별시,노원구
13381,서울특별시 노원구,11350-00147,천상병공원,기타,서울특별시 노원구 상계1 996-27,37.6743328,127.0570198,197.0,,2020-07-13,서울특별시,노원구
13382,서울특별시 노원구,11350-00148,비콘과대망사이,기타,서울특별시 노원구 상계1 1116-120,37.6766918,127.0577714,231.0,,2020-07-13,서울특별시,노원구
13383,서울특별시 노원구,11350-00149,중계1동 소공원,기타,서울특별시 노원구 중계1동 421-67외4,37.6499424,127.0691186,1642.0,,2020-07-13,서울특별시,노원구
13384,서울특별시 노원구,11350-00150,소방파출소,기타,서울특별시 노원구 상계2 197-11,37.6588071,127.0662972,233.0,,2020-07-13,서울특별시,노원구
13385,서울특별시 노원구,11350-00151,순복음교회 뒤,기타,서울특별시 노원구 상계2동 178-18,37.6558384,127.0666435,76.0,,2020-07-13,서울특별시,노원구
13386,서울특별시 노원구,11350-00152,순복음 목재소,기타,서울특별시 노원구 상계2 330-41,37.6562311,127.065035,77.0,,2020-07-13,서울특별시,노원구
13387,서울특별시 노원구,11350-00153,상계2동 마을숲,기타,서울특별시 노원구 상계2 373-13,37.6568074,127.0676381,1341.0,,2020-07-13,서울특별시,노원구
13388,서울특별시 노원구,11350-00154,현대 초입,기타,서울특별시 노원구 상계3동 107-1798,37.66646083,127.0801371,110.0,,2020-07-13,서울특별시,노원구
13389,서울특별시 노원구,11350-00155,간촌 인근,기타,서울특별시 노원구 상계5 156-66,37.66306041,127.0719324,41.0,,2020-07-13,서울특별시,노원구
13390,서울특별시 노원구,11350-00157,계상초 인근,기타,서울특별시 노원구 상계5 434-8,37.6618373,127.0651416,62.0,,2020-07-13,서울특별시,노원구
13391,서울특별시 노원구,11350-00158,석계역문화공원,기타,서울특별시 노원구 월계1 47-45,37.6149593,127.0645511,3900.0,,2020-07-13,서울특별시,노원구
13392,서울특별시 노원구,11350-00159,공릉가로공원,기타,서울특별시 노원구 공릉1 657-8,37.6176812273,127.0762660279,8999.0,,2020-07-13,서울특별시,노원구
13393,서울특별시 노원구,11350-00160,상계 5,기타,서울특별시 노원구 상계5 155-23,37.6635348,127.0693311,417.0,,2020-07-13,서울특별시,노원구
13394,서울특별시 노원구,11350-00161,한천가로공원,기타,서울특별시 노원구 공릉1 406-1,37.62445924,127.0709709,7145.0,,2020-07-13,서울특별시,노원구
13397,서울특별시 노원구,11350-00106,무지개,어린이공원,서울특별시 노원구 공릉 89,37.62258291,127.0801444,1575.1,,2020-07-13,서울특별시,노원구
13398,서울특별시 노원구,11350-00107,청  솔,어린이공원,서울특별시 노원구 공릉 110-2,37.62503565,127.0874014,1500.1,,2020-07-13,서울특별시,노원구
13399,서울특별시 노원구,11350-00108,송  림,어린이공원,서울특별시 노원구 공릉 106-3,37.62769904,127.0872999231,1500.3,,2020-07-13,서울특별시,노원구
13400,서울특별시 노원구,11350-00109,배  꽃,어린이공원,서울특별시 노원구 공릉 123-1,37.62632559,127.092496,1537.2,,2020-07-13,서울특별시,노원구
13401,서울특별시 노원구,11350-00110,불  암,어린이공원,서울특별시 노원구 상계 1275-4,37.66595991,127.0800958,1500.1,,2020-07-13,서울특별시,노원구
13402,서울특별시 노원구,11350-00111,장 암,어린이공원,서울특별시 노원구 상계 1312-5,37.68747591,127.0535532,1500.0,,2020-07-13,서울특별시,노원구
13403,서울특별시 노원구,11350-00112,꽃사슴,어린이공원,서울특별시 노원구 상계 71-4,37.672626,127.084642,410.0,,2020-07-13,서울특별시,노원구
13404,서울특별시 노원구,11350-00113,갈 월,어린이공원,서울특별시 노원구 덕릉로 126가길,37.669984,127.083156,751.0,,2020-07-13,서울특별시,노원구
13405,서울특별시 노원구,11350-00114,희망,어린이공원,서울특별시 노원구 상계 111-201,37.672443,127.078763,984.0,,2020-07-13,서울특별시,노원구
13406,서울특별시 노원구,11350-00115,인덕마을,어린이공원,서울특별시 노원구 월계2동 277-22,37.6301558197,127.0566269592,2470.0,,2020-07-13,서울특별시,노원구
13407,서울특별시 노원구,11350-00116,벼루,소공원,서울특별시 노원구 월계동 949-3,37.6220035,127.0531754,990.2,,2020-07-13,서울특별시,노원구
13408,서울특별시 노원구,11350-00117,중계,소공원,서울특별시 노원구 중계동 514-8,37.64529539,127.0679721,1358.2,,2020-07-13,서울특별시,노원구
13409,서울특별시 노원구,11350-00118,한무리,문화공원,서울특별시 노원구 공릉동 481-2,37.63131305,127.0724411,1963.7,,2020-07-13,서울특별시,노원구
13410,서울특별시 노원구,11350-00119,등나무,문화공원,서울특별시 노원구 동일로 1238,37.64066136,127.0668666,23751.5,,2020-07-13,서울특별시,노원구
13411,서울특별시 노원구,11350-00120,마들,체육공원,서울특별시 노원구 덕릉로 450,37.6448728622,127.0583049033,67108.8,,2020-07-13,서울특별시,노원구
13412,서울특별시 노원구,11350-00121,공릉 2,기타,서울특별시 노원구 공릉2 230-9,37.6252322,127.0824258,1614.8,,2020-07-13,서울특별시,노원구
13413,서울특별시 노원구,11350-00122,간  촌,기타,서울특별시 노원구 상계5 154-3,37.6637948,127.0686244,455.0,,2020-07-13,서울특별시,노원구
13414,서울특별시 노원구,11350-00123,다우리,기타,서울특별시 노원구 상계5 430-19,37.6620411,127.0640185,180.0,,2020-07-13,서울특별시,노원구
13415,서울특별시 노원구,11350-00124,나누리,기타,서울특별시 노원구 상계5 456-145,37.6654563,127.0645187,178.0,,2020-07-13,서울특별시,노원구
13416,서울특별시 노원구,11350-00125,상계 10,기타,서울특별시 노원구 상계10 675,37.6609624,127.0600221,825.2,,2020-07-13,서울특별시,노원구
13417,서울특별시 노원구,11350-00126,오장골,기타,서울특별시 노원구 상계5 445-2,37.6630485,127.0668825,99.0,,2020-07-13,서울특별시,노원구
13418,서울특별시 노원구,11350-00127,안  산,기타,서울특별시 노원구 상계5 169-53,37.6623018,127.0697753,258.0,,2020-07-13,서울특별시,노원구
13419,서울특별시 노원구,11350-00128,상계 1,기타,서울특별시 노원구 상계1 1119-12,37.6764803,127.0528561,254.0,,2020-07-13,서울특별시,노원구
13420,서울특별시 노원구,11350-00129,상계 3,기타,서울특별시 노원구 상계3 107-1861,37.6661136,127.0779886,76.0,,2020-07-13,서울특별시,노원구
13421,서울특별시 노원구,11350-00130,공릉2(산업대앞),기타,서울특별시 노원구 공릉2 462-14,37.6305209,127.0733564,103.0,,2020-07-13,서울특별시,노원구
13422,서울특별시 노원구,11350-00131,쌈지마당,기타,서울특별시 노원구 중계본 16-2,37.64418299,127.087945,992.0,,2020-07-13,서울특별시,노원구
13423,서울특별시 노원구,11350-00132,"우체국 옆(엠코, 태릉입구 5번 출구)",기타,서울특별시 노원구 공릉1동 670-20외,37.6182161017,127.0759120441,487.7,,2020-07-13,서울특별시,노원구
13424,서울특별시 노원구,11350-00133,노원역 역사문화마당,기타,서울특별시 노원구 상계2동 839-1,37.6544716,127.0558664,250.0,,2020-07-13,서울특별시,노원구
14290,서울특별시 성북구,11290-00025,동망봉,어린이공원,서울특별시 성북구 보문동3가 229-1,37.5838591,127.017073,6730.0,2007-10-04,2021-06-16,서울특별시,성북구
14303,서울특별시 성북구,11290-00005,모랫말,근린공원,서울특별시 성북구 하월곡동 90-206,37.604825,127.032787,1740.0,1997-12-03,2021-06-16,서울특별시,성북구
14304,서울특별시 성북구,11290-00006,아름드리,근린공원,서울특별시 성북구 하월곡동 225-2,37.610105,127.0359869,3782.0,1999-11-17,2021-06-16,서울특별시,성북구
14305,서울특별시 성북구,11290-00007,숭인,근린공원,서울특별시 성북구 보문동 6가 458-4,37.58287149,127.0178925,5332.6,1977-07-09,2021-06-16,서울특별시,성북구
14306,서울특별시 성북구,11290-00008,삼선,어린이공원,서울특별시 성북구 삼선동1가 303,37.5832358514,127.0103900048,10957.0,1978-05-30,2021-06-16,서울특별시,성북구
14307,서울특별시 성북구,11290-00009,범바위,어린이공원,서울특별시 성북구 안암동2가 140-3,37.585257,127.021534,1514.0,1940-03-12,2021-06-16,서울특별시,성북구
14308,서울특별시 성북구,11290-00010,꿈나라,어린이공원,서울특별시 성북구 보문동7가 108-2,37.580024,127.023018,1564.0,1940-03-12,2021-06-16,서울특별시,성북구
14309,서울특별시 성북구,11290-00011,배밭골,어린이공원,,37.60812583,126.9986863,263.0,1983-12-23,2021-06-16,서울특별시,성북구
14310,서울특별시 성북구,11290-00012,동산,어린이공원,서울특별시 성북구 하월곡동 96-165,37.606265,127.034528,417.0,1983-12-23,2021-06-16,서울특별시,성북구
14311,서울특별시 성북구,11290-00013,밤골,어린이공원,서울특별시 성북구 하월곡동 산2-140,37.607541,127.039921,600.0,1984-02-21,2021-06-16,서울특별시,성북구
14312,서울특별시 성북구,11290-00014,햇살,어린이공원,서울특별시 성북구 상월곡동 97-37,37.605878,127.048602,300.0,1983-12-23,2021-06-16,서울특별시,성북구
14313,서울특별시 성북구,11290-00015,향기,어린이공원,서울특별시 성북구 상월곡동 산1-1,37.60920187,127.045461,1000.0,1983-12-23,2021-06-16,서울특별시,성북구
14314,서울특별시 성북구,11290-00016,동방,어린이공원,서울특별시 성북구 장위1동 219-223,37.616598,127.043486,982.0,1967-07-30,2021-06-16,서울특별시,성북구
14315,서울특별시 성북구,11290-00017,샛별,어린이공원,서울특별시 성북구 석관동 168-86,37.614016,127.064186,1638.0,1983-12-23,2021-06-16,서울특별시,성북구
14316,서울특별시 성북구,11290-00018,돌뫼,어린이공원,서울특별시 성북구 석관동 산1-77,37.605054,127.052698,350.0,1983-12-23,2021-06-16,서울특별시,성북구
14317,서울특별시 성북구,11290-00019,새소리,어린이공원,서울특별시 성북구 돈암1동 626-2,37.600751,127.025382,1371.0,1976-12-30,2021-06-16,서울특별시,성북구
14318,서울특별시 성북구,11290-00020,종암,어린이공원,서울특별시 성북구 종암동 104-6,37.600081,127.037198,1514.0,1991-02-11,2021-06-16,서울특별시,성북구
14319,서울특별시 성북구,11290-00021,솔향기,어린이공원,서울특별시 성북구 길음1동 1190,37.608108,127.021295,4031.0,2003-12-05,2021-06-16,서울특별시,성북구
14320,서울특별시 성북구,11290-00022,해맑은,어린이공원,서울특별시 성북구 길음1동 591-17,37.608493,127.020925,2089.0,2003-12-05,2021-06-16,서울특별시,성북구
14321,서울특별시 성북구,11290-00023,한울,어린이공원,서울특별시 성북구 정릉2동 169-6,37.605709,127.013686,2675.0,2003-12-05,2021-06-16,서울특별시,성북구
14322,서울특별시 성북구,11290-00024,솔숲,어린이공원,서울특별시 성북구 정릉1동 170-10,37.604746,127.014971,2922.0,2005-07-29,2021-06-16,서울특별시,성북구
14323,서울특별시 성북구,11290-00026,맑은숲,어린이공원,서울특별시 성북구 장위동 317-1,37.62144056,127.0463288,1601.0,2005-07-29,2021-06-16,서울특별시,성북구
14324,서울특별시 성북구,11290-00027,화랑,어린이공원,서울특별시 성북구 석관동 407-6,37.608453,127.054559,2213.0,2004-11-17,2021-06-16,서울특별시,성북구
14325,서울특별시 성북구,11290-00028,매화,어린이공원,,37.60011962,127.0207412,1595.0,2004-11-17,2021-06-16,서울특별시,성북구
14326,서울특별시 성북구,11290-00029,고암,어린이공원,서울특별시 성북구 종암동 133-5,37.599243,127.031027,1449.0,2005-06-02,2021-06-16,서울특별시,성북구
14350,서울특별시 성북구,11290-00001,성북,근린공원,서울특별시 성북구 돈암동 86-4,37.600528,127.023636,69676.5,1940-03-12,2021-06-16,서울특별시,성북구
14351,서울특별시 성북구,11290-00002,오동,근린공원,서울특별시 성북구 하월곡동 산2-1,37.6108706217,127.0406997992,233989.7,1966-02-05,2021-06-16,서울특별시,성북구
14352,서울특별시 성북구,11290-00003,개운산,근린공원,서울특별시 성북구 돈암동 산3-15 일대,37.59741206,127.0257184,208618.0,1940-03-12,2021-06-16,서울특별시,성북구
14353,서울특별시 성북구,11290-00004,청량,근린공원,서울특별시 성북구 석관동 산1-5,37.604661,127.056385,329290.0,1940-03-12,2021-06-16,서울특별시,성북구
14679,서울특별시 중랑구,11260-00050,새  싹,어린이공원,서울특별시 중랑구 면목동 164-2,37.582683,127.081315,1057.0,,2020-11-12,서울특별시,중랑구
14680,서울특별시 중랑구,11260-00051,묵  동,어린이공원,서울특별시 중랑구 묵1 396-1,37.612574,127.078524,1687.0,,2020-11-12,서울특별시,중랑구
14681,서울특별시 중랑구,11260-00052,묵동소공원,소공원,서울특별시 중랑구 묵동 164-26,37.615572,127.078098,167.0,,2020-11-12,서울특별시,중랑구
14682,서울특별시 중랑구,11260-00053,묵1동소공원,소공원,서울특별시 중랑구 묵동 396-2,37.611736,127.077666,854.0,,2020-11-12,서울특별시,중랑구
14683,서울특별시 중랑구,11260-00054,코오롱하늘채앞소공원,소공원,서울특별시 중랑구 면목동 1537-1,37.57196989,127.0864508,1222.0,,2020-11-12,서울특별시,중랑구
15449,서울특별시 도봉구,11320-00069,원당샘공원,기타,서울특별시 도봉구 방학3동 547,37.6607526,127.0220787,4671.0,,2019-01-01,서울특별시,도봉구
15450,서울특별시 도봉구,11320-00070,도로개설잔여부 휴게공원,기타,서울특별시 도봉구 방학1동 725-31,37.6611929,127.0505123,121.0,,2019-01-01,서울특별시,도봉구
15451,서울특별시 도봉구,11320-00071,서울북부지방검찰청주변녹지,기타,서울특별시 도봉구 도봉2동 626-22,37.6756414,127.0466808,314.0,,2019-01-01,서울특별시,도봉구
15478,서울특별시 도봉구,11320-00037,물방울,어린이공원,서울특별시 도봉구 창동 458-6,37.6375725,127.0412883,646.0,2009-05-01,2019-01-01,서울특별시,도봉구
15479,서울특별시 도봉구,11320-00038,장 미,어린이공원,서울특별시 도봉구 창동 553-8,37.6381458,127.036365,1000.0,2018-08-01,2019-01-01,서울특별시,도봉구
15480,서울특별시 도봉구,11320-00039,창고개,어린이공원,서울특별시 도봉구 창동 608-5,37.6447409,127.0393257,990.0,2016-12-01,2019-01-01,서울특별시,도봉구
15481,서울특별시 도봉구,11320-00040,다람쥐,어린이공원,서울특별시 도봉구 창동 624-16,37.6452098,127.0349159,988.0,2016-08-01,2019-01-01,서울특별시,도봉구
15482,서울특별시 도봉구,11320-00041,달 내,어린이공원,서울특별시 도봉구 창동 630-4,37.6427555,127.0352756,1001.0,2010-04-01,2019-01-01,서울특별시,도봉구
15483,서울특별시 도봉구,11320-00042,꿈동산,어린이공원,서울특별시 도봉구 창동 663-1,37.6501236,127.0368382,1008.0,2010-12-01,2019-01-01,서울특별시,도봉구
15484,서울특별시 도봉구,11320-00043,미 화,어린이공원,서울특별시 도봉구 창동 715-17,37.6549516,127.0397052,996.0,2010-04-01,2019-01-01,서울특별시,도봉구
15485,서울특별시 도봉구,11320-00044,창3 마을공원,소공원,서울특별시 도봉구 창동 505-12,37.6333294,127.0412078,3314.0,2010-05-13,2019-01-01,서울특별시,도봉구
15486,서울특별시 도봉구,11320-00045,창2 마을공원,소공원,서울특별시 도봉구 창동 582-22,37.6412657,127.0362989,3104.0,2010-05-13,2019-01-01,서울특별시,도봉구
15487,서울특별시 도봉구,11320-00046,무수울 소공원,소공원,서울특별시 도봉구 도봉동 470,37.6778355,127.0338381,161.0,2008-03-20,2019-01-01,서울특별시,도봉구
15488,서울특별시 도봉구,11320-00047,무수골 소공원,소공원,서울특별시 도봉구 도봉동 429-3,37.6784430342,127.0389232659,854.0,2008-03-20,2019-01-01,서울특별시,도봉구
15489,서울특별시 도봉구,11320-00048,쌍문1구역 소공원,소공원,서울특별시 도봉구 쌍문동 732-1,37.6489288,127.0219352,1188.0,2007-05-17,2019-01-01,서울특별시,도봉구
15490,서울특별시 도봉구,11320-00049,다락원 체육공원,체육공원,서울특별시 도봉구 도봉동 8번지,37.6907728498,127.046562363,49830.0,,2019-01-01,서울특별시,도봉구
15491,서울특별시 도봉구,11320-00050,서울 창포원,기타,서울특별시 도봉구 도봉동 4,37.6892727,127.0475814,51486.0,,2019-01-01,서울특별시,도봉구
15492,서울특별시 도봉구,11320-00051,방학3동,기타,서울특별시 도봉구 방학동 306-24,37.6633231,127.0292778,874.0,,2019-01-01,서울특별시,도봉구
15493,서울특별시 도봉구,11320-00052,도봉1동(1),기타,서울특별시 도봉구 도봉동 282-275,37.6875164,127.0428127,489.0,,2019-01-01,서울특별시,도봉구
15494,서울특별시 도봉구,11320-00053,쌍문1동,기타,서울특별시 도봉구 쌍문동 490-27,37.6545297,127.0163509,180.0,,2019-01-01,서울특별시,도봉구
15495,서울특별시 도봉구,11320-00054,창5동,기타,서울특별시 도봉구 창동 700-87,37.6520013,127.0387085,262.0,,2019-01-01,서울특별시,도봉구
15496,서울특별시 도봉구,11320-00055,도봉2동,기타,서울특별시 도봉구 도봉동 630-1,37.6768238,127.0490433,316.0,,2019-01-01,서울특별시,도봉구
15497,서울특별시 도봉구,11320-00056,방학1동,기타,서울특별시 도봉구 방학동 265-4,37.661482,127.0371404,203.0,,2019-01-01,서울특별시,도봉구
15498,서울특별시 도봉구,11320-00057,도봉1동(2),기타,서울특별시 도봉구 도봉동 638-1,37.6862776,127.0408206,1583.0,,2019-01-01,서울특별시,도봉구
15499,서울특별시 도봉구,11320-00058,쌍문4동(1),기타,서울특별시 도봉구 쌍문동 259-6,37.6569337,127.0280205,108.0,,2019-01-01,서울특별시,도봉구
15500,서울특별시 도봉구,11320-00059,쌍문4동(2),기타,서울특별시 도봉구 쌍문동 245-2,37.6590534,127.0287138,793.0,,2019-01-01,서울특별시,도봉구
15501,서울특별시 도봉구,11320-00060,쌍문2동,기타,서울특별시 도봉구 쌍문동 69-59,37.6553216,127.0347283,585.0,,2019-01-01,서울특별시,도봉구
15502,서울특별시 도봉구,11320-00061,발바닥공원,기타,서울특별시 도봉구 방학동 490-8,37.6591413,127.0279921,13879.0,,2019-01-01,서울특별시,도봉구
15503,서울특별시 도봉구,11320-00062,방학사계광장,기타,서울특별시 도봉구 방학동 678,37.6624333,127.0418448,15780.0,,2019-01-01,서울특별시,도봉구
15504,서울특별시 도봉구,11320-00063,도봉산역 만남의광장,기타,서울특별시 도봉구 도봉2동 41,37.6882419,127.0467981,5271.0,,2019-01-01,서울특별시,도봉구
15505,서울특별시 도봉구,11320-00064,창동 공원,기타,서울특별시 도봉구 창4동 181-38,37.6601682,127.045372,792.0,,2019-01-01,서울특별시,도봉구
15506,서울특별시 도봉구,11320-00065,방학동 공원,기타,서울특별시 도봉구 방학1동 714-15,37.6644754,127.0454838,631.0,,2019-01-01,서울특별시,도봉구
15507,서울특별시 도봉구,11320-00066,방학3동 가로공원,기타,서울특별시 도봉구 방학3동 443,37.6634352,127.0276147,735.0,,2019-01-01,서울특별시,도봉구
15508,서울특별시 도봉구,11320-00067,도봉마루공원,기타,서울특별시 도봉구 도봉1동 279,37.6877313,127.0439158,1361.0,,2019-01-01,서울특별시,도봉구
15509,서울특별시 도봉구,11320-00068,한전변전소 자투리땅 휴게공원,기타,서울특별시 도봉구 쌍문3동 346-3,37.6482319,127.0268292,606.0,,2019-01-01,서울특별시,도봉구
15510,서울특별시 도봉구,11320-00008,서 원,어린이공원,서울특별시 도봉구 도봉동 576-13,37.6838254,127.0433093,921.0,2015-11-01,2019-01-01,서울특별시,도봉구
15511,서울특별시 도봉구,11320-00009,무 수,어린이공원,서울특별시 도봉구 도봉동 585-2,37.6806313,127.0427453,1003.0,2010-03-01,2019-01-01,서울특별시,도봉구
15512,서울특별시 도봉구,11320-00010,해 태,어린이공원,서울특별시 도봉구 도봉동 614-37,37.6720052,127.0412072,962.0,2009-12-01,2019-01-01,서울특별시,도봉구
15513,서울특별시 도봉구,11320-00011,갈대밭,어린이공원,서울특별시 도봉구 도봉동 625-123,37.6743303,127.0458103,973.0,2006-05-01,2019-01-01,서울특별시,도봉구
